first,second
5,"[3621, 408, 3704, 1232, 2137, 2994, 6872, 561, 4354, 6219, 492, 3032, 5962, 5880, 1766, 6896, 2284, 1066, 494, 3330, 5484, 2262, 799, 2097, 4447, 4109, 1898, 5814, 6217, 3759, 6619, 1972, 5054, 1890, 1518, 3315, 643, 5944, 43, 5850, 5431, 4423, 848, 1117, 6911, 1835, 5121, 1743, 2512, 296, 4814, 2632, 3289, 1208, 4862, 3937, 395, 5487]"
16,"[5851, 2602, 1883, 4030, 394, 1405, 3626, 1720, 3107, 3388, 148, 2203, 3703, 4698, 1674, 1038, 3930, 6205, 1831, 280, 4500, 4511, 6524, 2838, 6539, 728, 1542, 6283, 1806, 5481, 1018, 1376, 29, 3933, 1948, 3635, 1753, 5808, 1770, 3061, 4884, 11, 2294, 5383, 3707, 5235, 3939, 75, 1478, 6220, 4064, 459, 1142, 53, 4463, 5105, 6635, 5051, 4842]"
20,"[6358, 5849, 2107, 1270, 6569, 6861, 4922, 3915, 3124, 6089, 2701, 549, 5226, 5857, 4298, 6448, 6106, 2762, 5757, 3207, 5455, 6363, 242, 2410, 2089, 6226, 5234, 5628, 2078, 1997, 574, 1959, 1651, 6742, 1325, 2007, 4651, 608, 3058, 6373, 6117, 4573, 4219, 5655, 5632, 3861, 2041, 6825, 3961, 5013, 4303, 4775, 3853, 2397, 6118, 6144, 5247, 976, 2412, 565, 5612, 6724, 2771, 661, 6082]"
12,"[4590, 1050, 212, 3100, 1235, 2863, 6266, 6003, 5279, 5071, 2683, 6473, 1406, 4854, 1919, 5397, 3464, 5258, 4185, 1316, 3430, 765, 3412, 966, 2530, 2101, 3808, 5981, 2359, 3116, 571, 3960, 3491, 4545, 959, 5517, 2055, 1266, 3438, 3083, 207, 1687, 4136, 4142, 940, 4309, 2016, 1592, 3544, 3092, 1159, 3445, 5128, 606, 3082, 2062, 6463, 5303, 1988, 4947, 605, 3171, 3093, 6108, 4939, 5978, 4940, 3765, 2607, 2742, 1634, 4576, 1589, 3944, 1979, 6375, 6710, 4139, 5976, 4184, 6745, 1577, 4614, 5418, 5877, 3463, 3426, 6011, 3907, 3456, 5345, 3384, 6374, 4860, 3244, 264, 6145, 164, 1713, 4864, 3440, 517, 2777, 2767, 5572, 1575, 3489, 3448, 4581]"
24,"[327, 2652, 49, 3017, 364, 724, 849, 3596, 455, 3366, 3717, 840, 714, 2236, 720, 3728, 2539, 4472, 1095, 1398, 1222, 6642, 2141, 1837, 2161, 733, 3730, 3687, 2505, 5925, 3365, 4689, 3719, 2946, 4080, 1037, 443, 1204, 2989, 3609, 2250, 2638, 687, 1189, 72, 6215, 3025, 3394, 3229, 1085, 3406]"
8,"[2657, 899, 3187, 3240, 4057, 2484, 3595, 796, 6607, 2157, 854, 3051, 5853, 185, 5409, 4703, 5552, 683, 4386, 4083, 465, 30, 476, 6902, 450, 2191, 2604, 4687, 5201, 3374, 3295, 1146, 484, 3607, 6706, 5807, 116, 1779, 1800, 4044, 4858, 5004, 4849, 5136, 1110, 6567, 392, 319, 5161, 330, 723, 5797, 1893, 1035, 4721, 3304, 124, 3978, 1868, 3063, 1931, 1964, 5803, 166, 4177, 5096, 387, 4881, 1754, 693]"
17,"[6418, 5231, 6166, 5261, 6700, 4411, 6161, 6541, 5932, 6299, 3340, 6530, 4878, 6552, 3664, 3691, 268, 5053, 1828, 3108, 2871, 6518, 5798, 3910, 5236, 3940, 4385, 1089, 6546, 4771, 4711, 6905, 6549, 3320, 4023, 2900, 5422, 3312, 522, 5886, 5394, 1082, 1458, 390, 5499, 6288, 5246, 6579, 1135, 6928, 1410, 3619, 6498, 6113, 3268, 1834, 3173, 697, 5406, 4812, 425, 3962, 4732, 6149, 4921, 6544, 1889, 6323, 2933, 1878, 678]"
1,"[5520, 78, 5494, 4435, 5582, 5143, 4789, 488, 5449, 335, 2689, 5914, 5145, 3705, 3283, 4450, 3773, 3661, 2287, 1869, 5042, 761, 1218, 4084, 6641, 5593, 4373, 1446, 663, 2675, 2291, 2219, 2195, 4413, 2181, 26, 782, 2663, 5072, 6265, 2600, 5583, 1502, 5134, 1926, 6280, 3710, 5171, 3615, 2854, 2551, 1534, 6298, 6582, 5875, 39, 2971, 6246, 2588, 1400, 1487, 3216, 5434, 2535, 4397, 3720, 3255]"
19,"[5506, 4454, 334, 1197, 6255, 5574, 4755, 6939, 4410, 4695, 1171, 6317, 343, 1818, 4416, 4381, 4027, 6846, 3926, 2993, 4366, 1798, 704, 5948, 3641]"
22,"[6732, 2424, 2745, 4928, 4908, 3501, 4976, 3070, 4259, 5657, 5019, 6867, 3475, 990, 5031, 1661, 3514, 6078, 5018, 2437, 3842, 2365, 1668, 1650, 4601, 6733, 6761, 6415, 3069, 3467, 3471, 2736, 6389, 3177, 3517, 3876, 4596, 5678, 6042, 2790, 3885, 4598, 6475, 943, 3541, 3843, 4201, 4586, 1695, 5709, 6111, 3487, 2096, 3178, 1311, 3499, 5352]"
