x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
0.10158060783379697,0.5551742357682444,0.2859170602541888,0.5034695711920777,0.1206436051252723,0.22568173661873847,0.42613296455154376,0.19989697507517523,0.3593255369908336,0.4146424973688486,0.35635855340562583,0.45349960411276735,0.20948107001718635,0.3387393415779594,0.24871906882774864,0.1479530863188088,0.36645451401648294,0.23888619981767376,0.25837509181793566,0.30948726446933883,0.4013946489646906,0.4428763147177323,0.4051747723878928,0.13314747076519962
0.08951923679794212,0.5540746724711021,0.27618041201685817,0.5024940239656321,0.11215234804679475,0.21970675413487228,0.42208239574858425,0.19356839489380862,0.3555959485446046,0.41819782316055504,0.34891510313162727,0.4537451568201101,0.20896946561275298,0.33564139195396564,0.24051873702628057,0.13916216288552435,0.36838506694830997,0.23283564445942015,0.25467581660263106,0.2848241654117365,0.39872785549155804,0.4417143305183866,0.3973475234322352,0.12852160190196163
0.08751654509685743,0.5565591929357693,0.2696061257337519,0.5061658466368884,0.1108147606430737,0.21699906589315823,0.4168652546188106,0.19040364376147587,0.36018658155247163,0.4183359870062346,0.34571117960605247,0.46096756513668075,0.22044251199981948,0.3261217369555592,0.2525398442105812,0.14391345797345792,0.3804350086701284,0.22604258349899628,0.2608734009612909,0.27735249625654435,0.4060923934557429,0.44769234145801123,0.3855314212036414,0.11953244872059106
0.08504458867574553,0.5692995515899681,0.2809519914325188,0.515341500759085,0.11423481197284906,0.21413499262630825,0.42459442034518785,0.19593799382881577,0.3762460145714048,0.42526061002539745,0.34272144380139896,0.47058425466659837,0.2408966419954153,0.3223188149997979,0.26052150098090154,0.1569654754830601,0.38383317766111064,0.21755454311563818,0.27908164131667385,0.26562626348409035,0.42158658013066996,0.4638669447709702,0.3849659596708706,0.11840616092218097
0.09127982287469212,0.5884176657941029,0.301409074477632,0.5308140941322688,0.13502033293792204,0.22545651501842753,0.43727112911084404,0.21372834985040853,0.405719553847928,0.4356122044157963,0.3431422339064594,0.4911309471464847,0.26829207876955197,0.32814112916785293,0.2777984316335795,0.16725155701590302,0.3877483321244943,0.22582560304222668,0.3087893993018424,0.2583726071794636,0.4470956526389251,0.4883226614859542,0.39511789343140874,0.13019076228281587
0.12232263504953982,0.6139667035175723,0.3368798257556045,0.5554163756424739,0.1680492220030061,0.2513706771528453,0.46548496967903746,0.24942927653944566,0.4470223453375509,0.4559012255869158,0.3588632269248049,0.5245443104886628,0.3086298191589737,0.35014756976582784,0.3106952868355743,0.19519199880221835,0.4155975971584354,0.2522528368754804,0.3531263516856665,0.27484808022872076,0.478678397057026,0.5251792039547065,0.403902374907033,0.16059826638689692
0.1447859550951296,0.6397728566236056,0.37793730968213535,0.5788910270007038,0.20104790864139074,0.27703191992846615,0.4932865137369881,0.28633068340949985,0.49087562280058405,0.48286290305246765,0.3716404246051137,0.563654527264717,0.3540154642678845,0.37079342587471015,0.3481698564639816,0.22201338926188424,0.4486163543131165,0.2725124083343072,0.39155863247391753,0.29903134891772887,0.5110733491444543,0.5644838117398459,0.41164812635560877,0.19137070184581018
0.15493308040165163,0.6669734981934141,0.4238786382145892,0.5994536075807929,0.21276997309630324,0.2937740236487039,0.49791473793949326,0.32286898560397576,0.539633589658723,0.49199052653011655,0.36232658305024296,0.5779571447203858,0.37539247170493817,0.37565135640593234,0.3692685132055233,0.24435893993882915,0.4613989221216308,0.2707474220506446,0.4240593446017256,0.30586010714235584,0.535835676807726,0.6050323945912882,0.40630828629967075,0.21731556733819857
0.16720056567063016,0.6941241010067326,0.4653380406423381,0.6200457533562255,0.22771417948823056,0.32122757646216255,0.5051559897222677,0.36161436678230413,0.5767826080220366,0.507119034896425,0.35865694688009525,0.5832065770357975,0.40474043574480734,0.3791499258951175,0.3999691855868584,0.2726813955315978,0.4692221399690126,0.2738549550885799,0.4544598076822554,0.3190118570409082,0.5589116233544976,0.6420960811678224,0.40390968661703064,0.23401771487891485
0.16443485964971993,0.7298179682688882,0.5074424148519789,0.6409141301952757,0.24307428271993964,0.344085234188974,0.5222340496470192,0.39714471030150117,0.6217633169646254,0.511820852356493,0.35678367295747065,0.59545565837256,0.4184542678244347,0.39321274941924295,0.43945780975577525,0.298765185308995,0.4848790807294519,0.27269576640297305,0.4760701017530691,0.29871857486702047,0.576566329688502,0.682369903362397,0.40658399675955037,0.24400121123848037
