first,second
5,"[91, 28, 1403, 2889, 872, 1519, 641, 841, 2676, 1769, 3267, 4496, 5435, 3243, 3026, 108, 398, 105, 1205, 1565, 3334, 3989, 5067, 5241, 2566, 1228, 109, 458, 2501, 4126, 707, 1881, 3592, 836, 1788, 2639, 1378, 4047, 4300, 5894, 1404, 4045, 141, 1462, 2233, 4091, 126, 2625, 468, 5162, 5950, 3585, 5577]"
16,"[1594, 106, 4743, 6491, 4523, 5232, 4436, 5624, 4403, 1579, 2292, 4444, 2728, 5056, 1950, 3990, 5561, 3807, 958, 4129, 1782, 875, 3792, 132, 5934, 1776, 1582, 6246, 4483, 101, 1735, 4450, 2677, 1601, 4432, 2597, 1176, 2670, 5573, 1521, 415, 731, 3437, 3424, 3982, 1532, 1121, 4301, 3800, 1773, 6509, 5912, 6326, 3771, 3188, 3604, 1759, 2468, 6692, 3799, 6282, 1045, 115, 4146, 4153, 3734, 1557, 5228, 4562]"
20,"[346, 2245, 4366, 2666, 1920, 337, 4770, 833, 2258, 3241, 2547, 1869, 3694, 1954, 797, 3925, 6157, 6263, 2309, 5087, 2627, 3662, 305, 2122, 13, 5516, 1815, 1802, 4000, 1183, 4001, 3715, 6173]"
12,"[2907, 4774, 253, 2926, 6624, 5356, 6563, 6521, 6194, 5432, 6103, 6632, 5872, 5140, 6235, 6669, 5082, 6503, 421, 4035, 4426, 6193, 6413, 5888, 2965, 6536, 6126, 5813, 1485, 4735, 4725, 6180, 5461, 6068, 2903, 3700, 3911, 610, 4531, 6525, 5497, 6155, 5112, 4033, 6174, 6604, 2700, 660, 4804, 5058, 1130, 2329, 3313, 6597, 2699]"
24,"[1494, 322, 3351, 5562, 20, 3001, 2890, 2996, 1930, 3014, 3009, 2644, 4396, 2851, 2529, 1550, 1495, 4048, 1187, 2152, 79, 4406, 2506, 2450, 5446, 29, 5192, 5851, 1179, 5564, 1529, 3721, 4469, 4087]"
8,"[201, 230, 581, 898, 23, 1719, 4328, 4189, 3793, 1370, 1371, 1652, 3576, 5895, 4549, 3066, 3683, 2884, 4456, 4934, 2104, 1585, 2135, 2729, 4540, 1251, 4553, 6292, 2043, 1824, 6678, 2346, 5545, 2940, 1564, 3818, 1653, 6165, 808, 1917, 4056, 5940, 121, 538, 4154, 4356, 1606, 113, 285, 2914, 3744, 3959, 734, 3769, 1563, 2367, 3822, 5419, 1471, 1250, 202, 4228, 3890, 4935, 3669, 5800, 2721, 2044, 5489, 1388, 2342, 2384, 6123, 3547, 1280]"
17,"[390, 751, 1082, 6232, 5822, 6530, 301, 767, 6907, 3627, 4692, 6166, 4711, 5798, 1438, 4023, 5780, 4014, 4828, 4752, 1442, 1089, 5053, 6370, 4481, 377, 5476, 6562, 5611, 2443, 563, 2213, 2878, 5394, 4757, 5915, 3696, 1090, 300, 4032, 6928, 6498, 1052, 5885, 5270, 1467, 6149, 5367, 545, 6288, 3298, 2938, 3419, 5261]"
1,"[2658, 2850, 780, 2161, 353, 2598, 2299, 2946, 3000, 3246, 3965, 4325, 1791, 1908, 814, 1476, 1904, 3013, 1037, 2500, 3718, 720, 3596, 849, 1906, 89, 1106, 4338, 2298, 2505, 4689, 2596, 3004, 1204, 3394, 67, 5078, 2650, 452]"
19,"[2696, 1575, 3447, 3920, 5032, 3761, 1988, 572, 5397, 487, 1713, 1743, 658, 2698, 3244, 1814, 3562, 3736, 4139, 4095, 4635, 2303, 3127, 5572, 1617, 1531, 3222, 4906, 4185, 2240, 2772, 278, 3956, 2725, 3740, 6003, 2624, 4506, 183, 407, 966, 1491, 266, 2388, 18, 4545, 6242, 4854, 2385, 5758, 6589, 3907, 5600, 851, 3095, 4947, 1746, 2325, 3258, 5244, 2442, 119, 3236, 5978, 3741, 3067, 6752, 3433, 3859, 2776, 3765, 2016, 1726, 1974, 2061, 968, 1254, 1159, 3584, 5250, 3449, 3463, 2304, 3671, 3197, 624, 1712, 5537, 4137, 1043, 3489, 4658, 5787, 2093, 1302, 1241, 310]"
22,"[5679, 5683, 1311, 3101, 5651, 4259, 990, 3069, 5000, 5332, 1661, 6444, 6776, 1659, 952, 3144, 2738, 4975, 5733, 2745, 4994, 3177, 1696, 6801, 3855, 218, 4578, 2437, 1287, 4239, 5034, 6767, 5378, 3828, 1366, 6734, 599, 1334, 929, 2417, 2030, 4226, 5674, 6857, 3864, 4641, 1312, 3873, 4970, 5352]"
