first,second
5,"[6310, 4029, 3721, 2626, 2851, 453, 3637, 5144, 3346, 1087, 2450, 3223, 3587, 1140, 1405, 2199, 396, 1078, 5818, 5456, 5536, 3002, 1839, 5499, 1143, 5762, 6220, 6939, 3623, 93, 3457, 3354, 2563, 4388, 2584, 5443, 2640, 5139, 4850, 2956, 4889, 2511, 44, 1911, 5573, 1018, 5808, 5529, 1038, 3327, 4893, 5383, 3431, 3107, 5946, 4067, 773, 1725, 1033, 2936, 2976, 355, 4030, 2556, 280, 2333, 4503, 2686, 715, 3050, 2567, 5922, 2142, 1571, 2229, 432, 1193, 4718, 3699, 6316, 1874, 5904, 3261, 1075, 1177, 5046, 881, 3626, 2348, 4744, 1474, 4069, 4004, 2839, 2778, 1557, 4372, 1530, 3781, 2264, 2506, 459, 4884, 5210, 6247, 3980, 1209, 5176, 1171, 1831, 4419, 5233, 2833]"
12,"[1255, 5671, 2388, 5288, 571, 3217, 1199, 6131, 4581, 1630, 4939, 6646, 6410, 163, 5279, 4864, 1685, 1996, 4911, 2242, 4173, 5415, 1669, 924, 2752, 5743, 4594, 5976, 3736, 1865, 6252, 2635, 5244, 4353, 2325, 2399, 3377, 5663, 6346, 1814, 2062, 508, 3042, 2710, 520, 6866, 6331, 940, 199, 4657, 6745, 5250, 2703, 2016, 3651, 5730, 6747, 3868, 5418, 4497, 4903, 6517, 2679, 3907, 642, 3369, 3776, 1042, 2719, 5297, 3062, 3198, 5259, 2055, 2414, 6107, 1622, 3258, 6881, 1280, 3082, 5913, 5448, 1987, 4102, 1623, 2056, 4739, 5589, 4618, 4767, 1587, 4860, 3384, 2117, 5155, 4143, 5281, 4148, 171, 4296, 4559, 3735, 5817, 4722, 4684, 4538, 537, 4827, 3396, 1174, 4228, 5572, 4136, 5984, 281, 2764, 6184, 6070, 6130, 6473, 1878, 1953, 5303, 3944, 6579, 3943, 5644, 579, 1984, 3426, 5929, 1726, 1316, 5098, 1585, 3440, 5420, 5788, 3859, 6395, 3889, 487, 2017, 2834, 2777, 6122, 2517, 1689, 5057, 6409, 5617, 4590, 3458, 5590, 5203, 6002, 480, 5517, 119, 4161, 541, 524, 5245, 3094]"
8,"[4140, 2298, 65, 4066, 4080, 49, 2477, 1777, 2637, 838, 5069, 6533, 1222, 4371, 1480, 6634, 1192, 2987, 2150, 1228, 2552, 1550, 1940, 3013, 2868, 671, 1462, 419, 758, 1497, 2560, 4873, 2622, 2989, 2594, 2620, 1761, 1227, 1097, 1100, 3622, 4485, 399, 849, 313, 2985, 1427, 694, 873, 4085, 5214, 1030, 353, 478, 1094, 3243, 3233, 3011, 3017, 2595, 131, 1204, 729, 3719, 699, 755, 2181, 3353, 1763, 3687, 815, 2141, 725, 2470, 4106, 1822, 1935, 5577, 2267, 2121, 2658, 800, 2672, 470, 1904, 5554, 836, 5079, 2598, 4458, 3235, 1939, 801, 1519, 2858, 2237, 2500, 4449, 3967, 4012, 1404, 109, 88, 2608, 1780, 1881, 3730, 1489, 6215, 856]"
1,"[1776, 3424, 2384, 1224, 2468, 2369, 1633, 170, 3114, 526, 4509, 1229, 4508, 3575, 499, 2225, 466, 4615, 1541, 4295, 6851, 1968, 4193, 870, 4190, 3199, 4541, 5543, 617, 1782, 5164, 2690, 5228, 1357, 4895, 5180, 5172, 3391, 6844, 100, 4553, 2494, 485, 4707, 1424, 3061, 2167, 87, 1225, 1603, 3753, 6177, 5566, 4664, 5811, 3395, 5555, 5641, 3590, 1628, 357, 1627, 2226, 4527, 4520, 810, 2266, 1671, 2239, 2290, 5251, 863, 4708, 233, 1521, 5607, 1508, 4859, 5165, 3225, 5973, 4919, 4167, 4146, 3921, 1909, 4672, 3417, 144, 2995, 3450, 864, 3371, 1062, 3350, 16, 4883, 2830, 1281, 1388, 1206, 510, 1917, 877, 2496, 3987, 23, 1604, 2722, 4836, 868, 621, 4403, 1734, 90, 2334, 5937, 4145, 3213, 4463, 2212, 3837, 2940, 4107, 5464, 3359]"
6,"[1461, 4, 6677, 3352, 5076, 48, 5953, 2324, 3005, 2600, 1915, 5219, 2166, 1060, 1523, 5194, 861, 2544, 5056, 374, 3409, 5963, 887, 5202, 3800, 4103, 2221, 2474, 5582, 2292, 5527, 5439, 2232, 3799, 3672, 1951, 2675, 1183, 208, 2982, 1833, 317, 3389, 1954, 3738, 4165, 1735, 872, 670, 5209, 4370, 1191, 3725, 4130, 2651, 4790, 867, 5542, 2663, 6935, 1893, 4001, 3285, 441, 384, 2317, 2475, 3772, 5804, 5794, 5907, 2973, 2991, 5894, 857, 40, 1540, 6865, 1400, 3326, 3938, 4510, 1774, 831, 3578, 26, 4460, 3599, 3682, 2516, 5072, 2978, 4311, 3380, 710, 2274, 4786, 1965, 5067, 859, 1226, 6903, 2279, 1969, 1574, 1920, 5601, 477, 6265, 5615, 3565, 5162, 1562, 4076, 2655, 1096, 3283, 3766, 309, 4083, 3331, 4496, 4081, 6203, 160, 1375, 3064]"
11,"[6530, 743, 2423, 5506, 2699, 2029, 1716, 36, 1115, 4723, 3552, 12, 4282, 2210, 4885, 6658, 2925, 3684, 4039, 2871, 300, 6225, 6288, 4346, 5820, 6109, 3926, 2458, 339, 3936, 6682, 6218, 3321, 1438, 6213, 5135, 4504, 4313, 2968, 5427, 6580, 2536, 4505, 5074, 3311, 5053, 6166, 2562, 545, 6209, 2983, 6489, 1849, 3647, 3645, 3301, 609, 1089, 4358, 4692, 5493, 2172, 1053, 5822, 6318, 4439, 3159, 703, 5795, 1067, 6933, 5479, 2507, 37, 3746, 5120, 4183, 1458, 5394, 32, 5025, 4071, 4481, 3991, 3910, 5340, 6182, 2878, 5798, 6684, 1442, 6299, 4612, 3632, 5268, 3320, 5119, 5654, 5470, 3468, 593, 5749]"
9,"[6497, 3518, 3827, 5351, 518, 4999, 4956, 3840, 6731, 4948, 5828, 2363, 3075, 6792, 491, 4609, 5995, 6439, 2766, 6766, 6040, 4953, 2789, 4907, 2780, 1691, 4950, 4243, 4949, 3556, 2786, 3510, 6798, 6479, 2321, 4944, 5413, 5653, 6386, 1990, 4238, 5697, 5998, 2386, 205, 2754, 5665, 4577, 6740, 3508, 6390, 6438, 4925, 4941, 5994, 6084, 6075, 1367, 5738, 3465, 2418, 4250, 3182, 3466, 4582, 1269, 237, 4610, 4982, 4187, 3462, 178, 6000, 3137, 4992, 1714, 1727, 6484, 568, 577, 5680, 2090, 3853, 3825, 5400, 5399, 2757, 3901, 6757, 1690, 2403, 929, 6063, 3134, 3538, 1329, 5310, 6717, 6738, 6730, 989, 5309, 6501, 5325, 6672, 4988, 3884, 6064, 6112, 3484, 206, 6854, 6372]"
3,"[6650, 1017, 5458, 4423, 2861, 1785, 6695, 5568, 5844, 5344, 1944, 3693, 389, 3673, 3650, 2446, 6199, 5703, 3759, 3263, 4060, 5880, 6217, 4753, 2555, 3274, 6202, 1150, 1304, 1000, 778, 5254, 2179, 1242, 4629, 4811, 1799, 5769, 805, 551, 5546, 4350, 3934, 2572, 3790, 2027, 4783, 1518, 1949, 4365, 2980, 1091, 6137, 6637, 250, 643, 1014, 2383, 6548, 5421, 5263, 798, 1117, 6896, 1513, 1302, 6480, 6335, 6613, 6911, 5444, 5100, 196, 6675, 2591, 434, 700, 324, 3294, 4332, 3439, 2320, 1486, 4727, 6647, 492, 5023, 6347, 4728, 5487, 2061, 34, 3571, 416, 5884, 3341, 6704, 4072, 1419, 749, 6537, 6241, 2310, 5169, 1232, 2817, 3112, 6901, 6514, 4462, 709, 494, 5515, 2261, 1154, 2085, 5048, 3132, 4782, 5061, 834, 6575, 909, 2832, 4188, 846, 5075, 6472, 370, 4354, 853, 1783, 1900, 5986, 5382, 1373, 6872]"
7,"[5131, 5408, 1429, 3794, 6618, 567, 4917, 2801, 3924, 2041, 4495, 4996, 1346, 6591, 2022, 2100, 2387, 956, 4980, 6861, 4013, 3886, 223, 3492, 6685, 5006, 2397, 4206, 4593, 5022, 950, 1639, 2432, 5471, 5849, 214, 6900, 4535, 5414, 6825, 151, 1611, 2761, 1871, 3821, 6373, 4303, 2007, 1646, 1740, 6885, 6407, 2304, 2008, 5013, 4054, 5763, 3124, 6010, 523, 1323, 194, 3143, 6749, 3784, 3748, 3058, 5532, 4466, 180, 3071, 1598, 4851, 6150, 4900, 211, 6581, 2804, 3196, 4283, 1704, 2018, 1007, 6105, 2412, 2406, 3928, 1341, 1344, 3123, 657, 5658, 3180, 1651, 4570, 4923, 3460, 118, 3130, 6156, 6361, 1668, 565, 1345, 5642, 216, 4679, 1666, 215, 4213, 3923, 4512, 5985, 2787, 4929, 596, 566, 6293, 1296, 5638, 3203, 2009, 4646, 6369, 535, 1572, 277, 2741, 4247, 2084, 4583, 4649, 1278, 3971, 4945, 4392]"
4,"[4467, 397, 4377, 3015, 392, 1058, 6543, 450, 829, 2191, 5038, 4687, 2137, 4050, 1555, 2575, 866, 5248, 2259, 3296, 6886, 4405, 5070, 1945, 4316, 3713, 1452, 3634, 80, 5745, 1826, 1526, 693, 1080, 4044, 6706, 716, 4896, 1437, 1804, 497, 2559, 4348, 1922, 3955, 4089, 200, 4862, 5878, 2115, 5086, 380, 2252, 5893, 2879, 5249, 1517, 6638, 2223, 1558, 45, 2526, 4848, 337, 2157, 3694, 69, 2922, 1748, 2837, 1035, 3702, 185, 3242, 303, 3643, 1049, 809, 6542, 2604, 5426, 6304, 4729, 2835, 4149, 3356, 4135, 1963, 3595, 981, 21, 371, 431, 1432, 71, 4397, 6668, 362, 993, 1414, 4061, 4733, 4341, 3663, 4162, 348, 426, 1741, 5498, 1464, 5719, 4455]"
