first,second
5,"[3941, 909, 6548, 3704, 1232, 1351, 196, 5849, 4886, 1344, 2994, 6872, 1733, 2118, 4392, 25, 4930, 561, 4823, 834, 6140, 383, 3215, 378, 4354, 2383, 3915, 492, 3971, 2110, 3032, 3927, 1040, 5880, 2816, 5085, 2133, 4452, 3963, 6185, 6896, 2284, 5905, 4479, 4063, 4788, 76, 5361, 2202, 6106, 1279, 2959, 977, 5455, 168, 3330, 1372, 2441, 1439, 3172, 5910, 5484, 2262, 956, 6550, 4368, 2097, 2089, 4447, 6348, 5755, 3657, 2148, 1898, 1293, 6212, 2861, 2320, 5814, 6217, 5799, 3759, 1821, 6148, 2459, 6619, 623, 3693, 1651, 2073, 1972, 1998, 5748, 753, 3642, 5054, 6683, 5130, 6256, 6241, 1890, 5931, 3315, 643, 635, 1297, 5944, 805, 43, 5344, 4390, 1445, 5431, 6117, 4423, 848, 1117, 5586, 550, 3961, 1835, 2707, 5121, 1743, 379, 2512, 2829, 4814, 2632, 5007, 3289, 6557, 5592, 270, 6118, 5901, 6144, 3805, 631, 4040, 5612, 2327, 2042, 6150, 1273, 1772, 2771, 6659, 2687, 5986, 395]"
12,"[4590, 1050, 2770, 6242, 4494, 212, 3100, 4546, 1235, 3372, 2863, 4132, 6266, 6003, 5071, 5262, 2683, 6473, 615, 1406, 4854, 1919, 1617, 5397, 3339, 1020, 6748, 3464, 5258, 1491, 4185, 4913, 1316, 3430, 765, 3412, 966, 6899, 2530, 2101, 3808, 2359, 3116, 571, 3960, 3491, 4545, 959, 5517, 2055, 4911, 485, 1368, 2341, 1266, 5300, 3438, 4630, 1847, 6019, 3083, 207, 1687, 4136, 4142, 940, 4168, 281, 4309, 3086, 2016, 1592, 6200, 3248, 3092, 1159, 3445, 6752, 2300, 5128, 3761, 4661, 6107, 606, 3082, 2062, 6463, 5303, 2385, 1988, 4947, 605, 3171, 3093, 6108, 4939, 5978, 4675, 6690, 4356, 4940, 6693, 3765, 5203, 2607, 2742, 1634, 3422, 5420, 4404, 4576, 1500, 3673, 3779, 1589, 225, 3944, 1979, 5416, 199, 6375, 2497, 6710, 4139, 5976, 4713, 4184, 4555, 6745, 3208, 1577, 6678, 4186, 4614, 5418, 5877, 847, 3463, 3426, 5817, 6011, 1413, 4549, 3907, 3456, 5345, 3384, 6374, 4860, 3889, 3244, 6558, 6575, 264, 6145, 164, 1713, 4864, 1762, 3440, 806, 517, 4778, 6826, 2777, 2767, 3030, 5572, 1575, 5023, 3489, 1878, 541, 3448, 4581]"
8,"[2657, 3621, 408, 899, 3187, 2823, 2137, 6206, 3240, 334, 4057, 2484, 3595, 803, 796, 6607, 2157, 5426, 854, 3051, 1973, 5853, 5182, 185, 3692, 4755, 5409, 4703, 2092, 4003, 5552, 6219, 5962, 683, 4386, 3606, 1766, 804, 737, 465, 30, 476, 1066, 6902, 1916, 1670, 450, 251, 2191, 5871, 2604, 4687, 5201, 3374, 494, 6705, 1231, 2283, 799, 3295, 4109, 6556, 3699, 6520, 6706, 5458, 5807, 4733, 94, 116, 1779, 1800, 4044, 4858, 5004, 5390, 3534, 853, 1047, 445, 5884, 6663, 3629, 1518, 5421, 5136, 1110, 6567, 392, 4188, 6334, 319, 2005, 5850, 5161, 330, 723, 5382, 3164, 6911, 1432, 1035, 4721, 3304, 124, 296, 3978, 1868, 1208, 1971, 1931, 1964, 5118, 4751, 5803, 166, 4862, 552, 5096, 387, 3937, 3336, 554, 5487, 5065, 6627, 693]"
1,"[5520, 78, 5494, 4435, 5582, 291, 132, 5143, 4789, 2912, 6296, 488, 3436, 1077, 5449, 335, 2689, 5914, 5145, 3732, 3705, 3755, 103, 4083, 3283, 4450, 2589, 3773, 3661, 2287, 1869, 5042, 761, 1218, 4084, 5544, 6178, 6641, 5593, 5076, 5209, 4373, 1446, 5179, 663, 2675, 2291, 5202, 2219, 2474, 6263, 2195, 4413, 4164, 1146, 2309, 26, 5576, 1787, 782, 2663, 2566, 5072, 6265, 2600, 5583, 1502, 5134, 6315, 115, 1926, 4510, 6280, 3710, 5171, 3615, 2854, 4846, 4849, 227, 2551, 1534, 6298, 6582, 4131, 160, 5875, 39, 859, 4153, 482, 2971, 861, 1969, 1893, 1184, 3640, 6246, 5965, 1226, 2588, 1400, 1487, 3216, 5434, 2535, 4397, 3720, 2292, 3255, 4125, 4881, 1754]"
6,"[1374, 4636, 118, 2788, 6021, 2766, 1270, 2752, 5279, 3453, 6024, 1630, 5685, 4950, 6115, 5704, 3074, 3134, 4236, 5738, 3142, 4208, 2751, 3815, 3462, 5981, 6492, 2792, 5417, 1641, 4233, 240, 1611, 4195, 3519, 4248, 6460, 3712, 4967, 4825, 6714, 5787, 4571, 6797, 3075, 3544, 933, 1976, 6379, 4942, 2759, 3529, 3505, 3860, 2753, 3077, 6645, 5923, 1707, 2407, 6859, 5642, 4969, 4611, 1276, 6081, 5625, 3914, 5961, 1349, 6007, 150, 6411, 6432, 2090, 176, 578, 3853, 2414, 6744, 6786, 6026, 6129, 5626, 2336, 1274, 661, 178, 5281, 2786, 1738]"
11,"[5506, 1993, 6418, 3645, 5231, 6166, 5261, 6700, 4411, 6161, 6541, 2963, 5932, 6299, 3340, 3468, 6530, 4878, 6552, 1440, 2458, 3664, 3691, 4148, 268, 3124, 5053, 1828, 3108, 2871, 6518, 5798, 4631, 5627, 3910, 5495, 4307, 5236, 4183, 3746, 3940, 4385, 1089, 3747, 6546, 4771, 2456, 4711, 6905, 4333, 6549, 3320, 4023, 5450, 4440, 2900, 5422, 6606, 2295, 3312, 522, 5886, 5394, 1082, 4039, 1458, 390, 5499, 6288, 5246, 6579, 3972, 1135, 6928, 6920, 1410, 3619, 6498, 3926, 770, 6113, 1484, 3268, 1834, 3173, 697, 5406, 4812, 6370, 425, 3962, 2878, 5476, 3654, 4732, 6149, 4921, 6544, 5622, 6580, 1889, 6323, 2933, 677, 678, 2193]"
9,"[3466, 3884, 6358, 6028, 2361, 6764, 5329, 2424, 3098, 6861, 1620, 2745, 4928, 4922, 4650, 4991, 4998, 5400, 6884, 6438, 6089, 3549, 6073, 942, 2741, 6672, 4977, 5019, 2780, 6867, 5857, 6791, 5031, 4298, 6372, 997, 3514, 4593, 2762, 5757, 3207, 5018, 6363, 1981, 3842, 3825, 2465, 242, 2365, 1668, 1681, 4202, 2410, 1282, 1650, 5234, 6430, 4601, 1997, 6855, 6761, 1361, 574, 1288, 3069, 1959, 5336, 2799, 6742, 1325, 3467, 4605, 3471, 6765, 5280, 558, 2007, 4534, 6389, 2330, 3432, 5970, 5330, 4662, 5665, 3058, 3472, 3840, 6373, 4573, 5678, 5655, 5632, 3861, 6042, 2041, 6825, 6730, 5013, 4303, 943, 3541, 3119, 2462, 4958, 5282, 4251, 2397, 4223, 1365, 5012, 6818, 1626, 5989, 976, 2412, 6800, 548, 565, 931, 2096, 2048, 6723, 3144, 6082]"
3,"[327, 2652, 4046, 6314, 2676, 49, 9, 468, 3017, 364, 1227, 724, 699, 1032, 126, 849, 2639, 5055, 3596, 1556, 1399, 455, 3366, 2112, 3717, 2312, 2254, 1519, 1168, 143, 840, 714, 2236, 720, 50, 92, 3728, 2539, 1228, 4472, 3243, 481, 836, 4093, 2181, 1095, 2501, 1398, 1222, 6642, 1108, 2141, 4715, 1837, 10, 1094, 2161, 733, 3730, 1823, 2499, 3687, 2505, 5925, 3365, 4689, 1877, 24, 3719, 2946, 4080, 1037, 443, 4114, 3021, 4105, 1204, 1456, 5577, 2989, 3609, 2250, 2638, 469, 687, 1189, 72, 328, 1195, 6215, 3025, 2120, 3394, 3229, 1085, 3406]"
7,"[5851, 2602, 1883, 1147, 1795, 4454, 4030, 2188, 1197, 394, 2936, 6255, 1405, 5574, 3626, 381, 1428, 4048, 1720, 3107, 3388, 148, 2203, 2877, 4111, 2220, 167, 3703, 6939, 4698, 4410, 2222, 1674, 4695, 1038, 2649, 1171, 3930, 6205, 1831, 280, 4511, 2838, 1874, 6317, 773, 343, 1818, 6173, 728, 1542, 6283, 1806, 4416, 5481, 1018, 1376, 4434, 29, 3933, 4381, 1948, 3635, 1753, 5808, 1770, 3061, 4027, 4884, 11, 6846, 2294, 2856, 5383, 3707, 5235, 2993, 4366, 3939, 75, 1478, 6220, 4064, 459, 1798, 704, 1142, 5948, 53, 5105, 2897, 2640, 3641, 6635, 5051, 4842]"
4,"[6142, 6878, 5116, 6141, 4819, 6235, 6068, 2107, 254, 6569, 5339, 5630, 6238, 5887, 6168, 2892, 2700, 4531, 1849, 2214, 6536, 6841, 5433, 5082, 2433, 4062, 4504, 5153, 1152, 2701, 2329, 549, 2072, 4807, 5226, 6782, 5340, 2815, 6892, 5848, 2909, 6545, 6448, 2216, 5029, 4290, 5699, 6828, 5830, 1866, 2217, 4781, 4505, 5826, 6226, 5141, 973, 5628, 2078, 2482, 6565, 6169, 4725, 5842, 6656, 5635, 4033, 3648, 4735, 6143, 6522, 2434, 5384, 3195, 5058, 4651, 6632, 608, 1648, 5872, 1716, 2435, 4016, 5792, 6269, 1861, 4021, 4219, 5217, 2568, 4775, 3722, 5343, 6547, 1845, 3299, 4363, 4746, 4757, 3665, 5881, 5237, 4736, 5247, 4759, 6167, 5883, 6669, 6724, 983, 5475, 5342, 6929, 3628, 6531, 5654, 2070]"
