first,second
5,"[2663, 2152, 417, 1173, 4, 4453, 5911, 2221, 5527, 4073, 1517, 320, 3229, 2992, 5522, 2860, 3009, 796, 1779, 829, 5045, 5146, 3405, 1047, 433, 137, 785, 1869, 2597, 2123, 1456, 5157, 2924, 3260, 6281, 628, 386]"
16,"[3194, 6869, 1729, 1959, 494, 1953, 1645, 5204, 2007, 6712, 2082, 253, 4290, 2334, 6331, 6293, 3782, 5455, 3912, 2011, 2480, 2029, 2954, 5587, 3076, 259, 1355, 2423, 6708, 5037, 1348, 6586, 533, 3790, 222, 3748, 4497, 486, 573, 5035, 2816, 5223, 2459, 5923, 226, 4847, 5224, 591, 6589, 2818, 910, 277, 6335, 2042, 6849, 5751, 590, 2381, 1241, 2844, 1373, 6665, 6490, 3928, 5931, 2435, 3804, 612, 986, 2814, 3207, 1012, 1982, 1383, 4159, 2819, 1752, 3820, 586]"
20,"[3605, 4724, 4214, 4374, 6879, 2205, 5047, 5057, 5843, 6651, 6534, 6655, 6276, 5268, 5122, 1829, 4752, 1846, 4071, 5367, 5791, 4419, 3303, 1245, 5166, 1435, 6166, 5512, 6940, 2457, 5529, 4769, 6184, 3904, 2892, 5252, 4410, 3291, 2208, 5128, 5762, 4852, 5421, 5236, 6568, 4154, 4653, 6530, 1510, 3307, 5476, 4366, 1, 6160, 5432, 3319, 5051, 2903, 6871, 3746, 6549, 5603, 939, 6915]"
12,"[6046, 6814, 6401, 6272, 6768, 6769, 6802, 6428, 6442, 4971, 6468, 3872, 3830, 4960, 6400, 6818, 6804, 3521, 4974, 6806, 6759, 5846, 6053, 6426, 3829, 4959, 6441, 4973]"
24,"[477, 679, 313, 1140, 3719, 2658, 1535, 2987, 2862, 1044, 1791, 442, 1763, 1063, 3022, 1189, 811, 3362, 3393, 89, 49, 335, 663, 2986, 2946, 1769, 3021, 91, 825, 5067, 1758, 641, 1203, 813, 3365, 2868, 83, 2662]"
8,"[3333, 1010, 1741, 5172, 3929, 1946, 1031, 1552, 3563, 3752, 2474, 5593, 2158, 4717, 3383, 4430, 1773, 5569, 4871, 6178, 3364, 868, 1912, 3739, 1759, 686, 4485, 3038, 3763, 483, 3421, 1742, 1228, 830, 3359, 265, 76, 847, 3607, 293, 2315, 4456, 781, 107, 4134, 4130, 2475, 1548, 2485, 1404, 2655, 3749, 104, 3765, 1539, 5934, 1408, 2150, 5041, 5227, 1224, 3935, 3198, 271, 3988, 3213, 4093, 1030, 482, 2880, 809]"
17,"[3411, 352, 1457, 1913, 5077, 1537, 3017, 3710, 1812, 5543, 3367, 3952, 1527, 637, 5542, 496, 1560, 1966, 3737, 3026, 859, 2299, 472, 2470, 4045, 1522, 75, 2499, 3603, 1062, 469, 1905, 2134, 1494, 109, 1593, 3247, 841, 1195, 1578, 4492, 858, 2991, 3034, 4129, 792, 448, 3725, 3979, 2160, 4086, 2949, 2253, 87, 1881, 2484, 3394, 2633]"
1,"[4644, 6827, 2069, 6622, 5638, 6503, 5881, 6111, 1701, 603, 4303, 6114, 5610, 5820, 2034, 5748, 5756, 5750, 5266, 5946, 190, 1313, 4629, 6843, 4915, 611, 5267, 570, 1985, 2771, 4539, 2349, 5786, 6674, 2068, 4531, 5260, 4256, 5344, 6841, 211, 5886, 5340, 4552, 2079, 5347, 2095, 6861, 6097, 4257, 6653, 1292, 4580, 6616]"
19,"[4314, 3331, 697, 5939, 2823, 4109, 2853, 2940, 5782, 74, 1019, 1577, 2566, 3373, 1165, 5546, 375, 784, 626, 3652, 3734, 1762, 424, 738, 3660, 3391, 323, 1541, 1481, 5910, 416, 1748, 799, 4324, 3604, 5070, 1747, 2530, 1785, 2256, 326, 820, 5550, 462, 3031, 6902, 4132, 5097, 2310, 2943, 1797, 5173, 2144, 739, 385, 3020, 649, 1507, 4880, 3720, 2488, 645, 4707, 770]"
22,"[4716, 2250, 1061, 447, 78, 5198, 1071, 3007, 1085, 307, 3589, 761, 1501, 3667, 1786, 1049, 1836, 1167, 2252, 4128, 3682, 1077, 3337, 1488, 3955, 5076, 2989, 414, 4341, 1163, 465, 3732, 4489, 3356, 3005, 2596]"
23,"[3680, 4529, 1901, 5890, 622, 1525, 4327, 1050, 57, 5241, 3668, 4074, 4317, 420, 5158, 1498, 3006, 746, 2625, 2941, 6691, 5771, 2234, 1382, 1831, 5810, 2567, 3346, 5202, 5199, 4454, 2557, 650, 3707, 5235, 3272, 2201, 1375, 401, 2936, 2605, 459, 4344, 5596, 2319, 1070, 2522, 3238, 1197, 4833, 3201]"
