x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
0.41132037518883174,0.28545403388548624,0.4677657652212507,0.3095399020346905,0.24676271689052517,0.2978118203560013,0.36350607955102954,0.20119656481128256,0.23410855696710398,0.3849064483994278,0.5027792067673098,0.5184658518532969,0.4344175167235258,0.23752733691573036,0.3378217941476827,0.34044627567675806,0.19030189419056695,0.40797610167633197,0.24743364133804946,0.32295131235817426,0.3425689568427296,0.22497281797810686,0.21696563048949535,0.1724486701795044
0.3961013590629732,0.26693835791472076,0.4413110245167222,0.29689558043896813,0.23720980978258685,0.29003168165301274,0.35735179106439485,0.19006386068248113,0.21805053419059858,0.3632861187465752,0.4979316459386074,0.49667786325134217,0.4129134301490297,0.2215781329325754,0.3190400979918413,0.32872056073763684,0.1711642130913719,0.40292780163514286,0.24426799791766632,0.31324131174468794,0.3424344078135317,0.21901994618338583,0.20020798009016674,0.1591329624571264
0.3931433178838503,0.26046257954925783,0.4263798632263121,0.2914164532598239,0.23990333060532068,0.2876135563432963,0.3609974583110386,0.1837995150864583,0.2051939095317852,0.3464487363976103,0.501002140141829,0.48764420098045164,0.3974137662045769,0.2193196924822491,0.30571913163246345,0.3255917015431428,0.16305409187057723,0.4019344921132384,0.2545613878549537,0.3137469451763668,0.3375819593190143,0.22670745956127294,0.18688458213065234,0.15259061999424275
0.3966690265268556,0.25721602913840985,0.4232975996939807,0.2853209555795097,0.24470249217480153,0.2975531673702034,0.36867323587679396,0.18692198854102948,0.2079748269557038,0.34015977337516845,0.5106712662295245,0.4869684814531943,0.3940976182751316,0.21359139072750707,0.3035941245929144,0.33221825251080644,0.16337132563224543,0.4101703906501849,0.2648767890485935,0.31837655018035815,0.3409105561956989,0.2303537480082595,0.18572051323072805,0.14694591212329314
0.41708899635184327,0.2703042744855691,0.4389254173305619,0.2902583077226876,0.2633752487764523,0.3157914035349191,0.38666873313324573,0.20002892789182933,0.22511720480397637,0.3496577114157049,0.5307010230489124,0.5028909230138752,0.40614521474770443,0.21814670991213864,0.31836652915174496,0.35363874075539065,0.17394544063520753,0.42506867337864757,0.2884839445181361,0.32789709955554447,0.34855269532509797,0.24245107974248103,0.1953063587794953,0.1482669553915615
0.44945929098664256,0.29836612403251206,0.4636104040079468,0.30946709729296784,0.2975045691529713,0.3463070587422945,0.418544956553027,0.23953527212771936,0.2563410893124321,0.37257808551795446,0.570719120882441,0.527073420153867,0.42929755297460237,0.23003881860039038,0.3450830362018216,0.3932369440395359,0.2010072227142414,0.4564545007273457,0.33240583126870044,0.35505840192763316,0.37038181379056057,0.268691503257133,0.23400870500433757,0.16779908070754979
0.4698457770537522,0.32233736178589795,0.48254217031905056,0.34148045986941183,0.33363735969604524,0.3721824713689748,0.4592799273736237,0.2686801898876748,0.28254353206968247,0.3922781288776473,0.6205069614035716,0.5537473592998114,0.451280489114742,0.2428025641317261,0.3668810185764324,0.41525039534788144,0.22570229886907978,0.5015101652322971,0.37505933217900783,0.39180621077026995,0.4025265162326453,0.2982947885297364,0.2712602436396335,0.18675556337452112
0.4838417357654661,0.35242982861826344,0.5201169191975842,0.3567861776030466,0.3481480706737015,0.3862878432671742,0.47216457616494406,0.2885707216897429,0.3084732495072006,0.4283173500947763,0.634899754843156,0.5964431227844685,0.48717223793550674,0.2556976344686464,0.4030450724057104,0.43152937823182635,0.23819005495783313,0.52011495499572,0.38946665117842244,0.4121025070729712,0.4105647390138935,0.30541121540248767,0.2923602738508112,0.199605452120075
0.5070193767997091,0.387872294405093,0.5658949448929484,0.3695808813743421,0.3612619723877982,0.4054126470961685,0.4637851693417637,0.31298700852177064,0.3392024351373519,0.46579036022164755,0.6248871969442552,0.6443420945303467,0.5289120534230973,0.26622713301105544,0.4421366403917058,0.45349727056644873,0.26415571671234644,0.5165942887047292,0.39692645141287175,0.4266700860071182,0.40266460587365865,0.30314949382626116,0.31123917451540656,0.21539072972694984
0.533159572740962,0.4218225682889144,0.6221438243552301,0.3789167520876148,0.3597610941317584,0.42148487038307425,0.45507436646895166,0.3359142035040344,0.3712035650013465,0.5084232341902118,0.609862791523798,0.6998631890199067,0.5766734612438028,0.26419773669966184,0.4818593281801158,0.47283689354314823,0.2867841701784924,0.5116423969085147,0.4050980752232809,0.44512088407356215,0.395769882108196,0.30743414640512934,0.3363244238362354,0.22764535127166838
