first,second
5,"[5679, 5467, 5683, 3872, 5321, 5356, 5651, 5323, 6050, 4259, 3510, 4420, 5653, 6419, 4238, 6420, 4253, 4973, 3514, 6832, 3504, 5667, 4957, 6398, 3524, 5332, 5320, 6027, 1661, 6444, 4961, 6776, 6814, 6395, 6757, 5678, 1659, 6458, 6831, 4975, 6451, 3509, 6408, 6092, 4198, 6031, 4955, 1696, 3875, 6801, 3855, 3526, 6080, 4578, 6422, 2053, 5302, 4225, 4600, 4224, 4210, 6830, 6454, 4239, 6775, 6731, 6767, 5300, 6755, 6734, 4984, 1334, 5681, 4953, 5686, 6525, 5358, 5674, 5694, 6459, 4588, 3864, 6039, 6426, 3496, 5845, 4952, 6008, 6834, 6788, 6777, 3866, 3873, 6036, 4621, 4970, 4942]"
12,"[2658, 91, 2888, 86, 1096, 28, 2850, 780, 1403, 1523, 4436, 2889, 641, 2666, 317, 1769, 3351, 3267, 1105, 1146, 2161, 20, 3411, 48, 353, 2598, 2890, 2299, 4311, 2946, 2996, 289, 3000, 3246, 3014, 2493, 2608, 2551, 797, 4325, 1902, 398, 2854, 101, 3685, 1791, 1908, 2494, 5066, 814, 1476, 3334, 1497, 2309, 1904, 3013, 1175, 1187, 5067, 1037, 1176, 2500, 3718, 3370, 1488, 720, 2840, 731, 96, 3596, 1881, 3592, 1895, 5195, 836, 1098, 849, 432, 1788, 1118, 1378, 719, 1906, 4492, 89, 3382, 2162, 1106, 1183, 789, 1578, 1529, 4338, 141, 2583, 1462, 2298, 1163, 2862, 4091, 2505, 4689, 447, 802, 3337, 4087, 1549, 1201, 701, 468, 290, 1194, 2129, 2596, 2661, 3004, 1204, 3394, 2600, 1487, 2986, 67, 5078, 1545, 440, 2650, 452]"
8,"[2516, 2245, 450, 3389, 2971, 3379, 1138, 402, 2187, 4341, 2631, 1073, 4140, 2195, 1519, 3010, 4403, 4467, 3243, 2994, 2144, 4790, 833, 326, 4323, 3271, 1782, 3241, 2647, 3009, 1869, 5194, 2279, 794, 3331, 2528, 3253, 1776, 1472, 3405, 2510, 417, 2675, 4337, 3015, 2529, 1220, 4729, 1830, 2221, 6263, 2134, 1760, 4304, 3231, 4721, 827, 1813, 3032, 5087, 45, 2610, 2166, 53, 4387, 2152, 418, 39, 415, 1938, 1041, 3343, 4126, 2899, 305, 758, 30, 4068, 2157, 2509, 5438, 3639, 74, 1121, 5446, 4047, 2122, 1475, 805, 345, 1815, 2914, 4000, 1179, 299, 2558, 5426, 362, 2846, 4041, 3270, 4351, 2861, 3692, 1748, 1455, 4469, 2246, 4330, 1783, 5910, 5162, 2960, 2575, 3715, 2681, 2521, 6642, 2948, 1863, 5924, 3285, 4336, 2153, 1534, 310, 3634]"
1,"[6726, 5393, 581, 3447, 4567, 2432, 1717, 4189, 6672, 5032, 1988, 578, 5624, 5344, 1329, 5022, 1274, 1389, 1652, 4650, 4905, 533, 2724, 559, 2424, 4549, 214, 4424, 4302, 3069, 5012, 2398, 2009, 1668, 2727, 3068, 3808, 2377, 882, 3549, 1284, 3126, 3169, 3127, 3836, 6118, 5597, 1569, 2102, 246, 4934, 4303, 4247, 1269, 2719, 211, 2729, 3167, 4906, 6701, 2376, 6646, 3182, 4540, 2083, 4185, 1251, 4553, 2772, 985, 3778, 931, 4676, 4202, 5655, 4291, 494, 6648, 2725, 6724, 5110, 4271, 5785, 215, 2087, 5565, 966, 3539, 204, 6712, 3550, 2346, 6884, 2018, 612, 2388, 1260, 3923, 4545, 2385, 515, 3818, 2042, 6589, 1653, 245, 3835, 190, 5386, 2004, 4877, 2770, 1003, 5275, 242, 1315, 247, 1996, 4276, 1700, 2107, 5611, 2443, 563, 932, 3189, 2078, 4440, 5661, 5008, 6693, 925, 5394, 3884, 1710, 224, 5632, 4200, 936, 2776, 933, 3121, 986, 2016, 3822, 1261, 4531, 2061, 5614, 1254, 983, 2705, 5747, 2058, 3449, 998, 6350, 6117, 3463, 6861, 2070, 3883, 2060, 6838, 2721, 5399, 611, 2366, 6502, 2044, 2374, 4205, 1665, 6710, 1270, 2384, 5270, 4583, 991, 6114, 1618, 1374, 6718, 4658, 1278, 5787, 1302, 1280, 4219, 3554, 4562, 3913]"
6,"[1594, 2696, 1964, 106, 2138, 4743, 1494, 5771, 23, 3710, 1558, 322, 3761, 872, 3793, 841, 3938, 1370, 2676, 5397, 3359, 4496, 1579, 2292, 5435, 3576, 2486, 5593, 1920, 5056, 280, 1216, 1950, 4074, 2682, 337, 3001, 958, 438, 682, 1743, 4129, 2698, 2694, 3749, 3026, 3562, 3792, 3736, 3965, 132, 5934, 3683, 2884, 2644, 1582, 108, 4483, 4456, 5024, 2851, 1735, 6705, 1463, 105, 2677, 1205, 1495, 1565, 278, 3956, 1832, 3952, 1050, 3989, 4432, 2597, 5107, 646, 1181, 2149, 2318, 5241, 2670, 1228, 2627, 1521, 109, 18, 458, 3932, 31, 79, 2501, 1564, 264, 707, 3030, 3424, 76, 808, 3201, 3982, 2450, 4849, 1532, 1917, 2639, 4301, 29, 13, 1773, 4300, 6509, 5912, 113, 1425, 285, 3959, 734, 1404, 4045, 1563, 4001, 1759, 2468, 3765, 1974, 1072, 3754, 2233, 1159, 300, 1596, 126, 4493, 304, 1031, 2625, 1045, 3197, 115, 4433, 1048, 5950, 6666, 1581, 791, 1482, 2295, 336, 1557, 2833, 3585, 2660, 5228, 5577]"
11,"[1381, 960, 4298, 5239, 1575, 4284, 201, 230, 898, 253, 4685, 6491, 4523, 1719, 3920, 3369, 572, 1371, 5263, 4288, 4444, 487, 2350, 2728, 149, 3990, 673, 3807, 4770, 1713, 1386, 5254, 1611, 875, 3066, 2456, 5037, 1954, 6894, 4139, 6124, 2799, 4095, 2303, 6146, 6510, 1616, 241, 5572, 6166, 5904, 1617, 4680, 2326, 5264, 3222, 188, 2104, 1585, 3915, 909, 6292, 1601, 276, 2043, 2457, 4645, 2106, 183, 1016, 6490, 5545, 6205, 3071, 3904, 4854, 3437, 5758, 3907, 5600, 522, 4548, 172, 2325, 5940, 6115, 538, 1248, 3535, 3800, 2442, 1604, 119, 1606, 176, 6326, 2099, 3188, 5051, 3744, 3769, 3067, 3433, 2367, 1707, 6692, 3799, 5419, 1250, 202, 2541, 5250, 3890, 3187, 2700, 6685, 530, 2304, 5800, 5604, 660, 1388, 4146, 624, 2342, 6614, 5537, 4137, 5425, 6123, 4920, 5586, 2093, 3547, 651, 1241, 545, 5612, 2699, 2702]"
9,"[3786, 3937, 4518, 3168, 4678, 5197, 1423, 1429, 4028, 181, 5549, 1413, 658, 5182, 4109, 3244, 1814, 645, 2824, 620, 6144, 2853, 3561, 2872, 844, 4479, 3039, 2579, 1994, 1531, 6304, 2135, 3043, 4868, 2240, 1000, 3740, 2624, 4506, 1017, 407, 6678, 1491, 1165, 2566, 266, 5573, 4400, 5207, 2940, 6506, 5783, 2448, 6570, 2207, 6242, 1934, 851, 5054, 6165, 649, 1746, 4056, 2864, 5956, 3258, 4149, 387, 2688, 3953, 3236, 4839, 3771, 2823, 3741, 3941, 3958, 1595, 1008, 5809, 2514, 1471, 6282, 3584, 1150, 5608, 4879, 5489, 4830, 1712, 1467, 1043, 2329, 1797, 3734, 1528, 3588, 744, 1013]"
3,"[346, 390, 2956, 5144, 3288, 5232, 4328, 4740, 5459, 4366, 5388, 759, 677, 5878, 5562, 1157, 5523, 2234, 5561, 2203, 728, 301, 1930, 767, 2547, 3713, 2174, 4381, 765, 4396, 4692, 6246, 1732, 1382, 3925, 6157, 2198, 3045, 4739, 3191, 4450, 1550, 6139, 4048, 923, 1824, 4741, 2201, 1442, 5158, 2147, 3688, 4406, 1101, 2506, 1807, 2936, 4355, 3278, 743, 5516, 5192, 358, 2878, 1802, 5851, 5894, 3700, 3604, 3707, 674, 5564, 5534, 6191, 5581, 4833, 11, 3721, 4010, 1052, 4718, 3669, 2270, 35, 6873, 3680, 4815, 5216, 2891, 4322, 4153, 367, 5104, 6310, 1135, 262, 6173, 4738]"
7,"[4706, 2578, 3697, 751, 1082, 3695, 4377, 372, 5113, 5837, 2932, 4768, 2192, 6189, 3266, 8, 2194, 6576, 2258, 3621, 4638, 4786, 2978, 3694, 2164, 4766, 5149, 6920, 5829, 2202, 5488, 2223, 4401, 7, 4712, 1441, 4037, 1817, 1860, 3642, 5880, 1113, 2229, 4088, 6219, 4459, 3643, 3662, 1485, 332, 5889, 1821, 1867, 6529, 6562, 2243, 6619, 42, 3620, 6514, 4063, 749, 1090, 3262, 1544, 4488, 6539, 382, 3693, 2538, 3647, 4399, 5487, 6306]"
4,"[2536, 4505, 1721, 3184, 6347, 6504, 6200, 6225, 6293, 2215, 6703, 2816, 3746, 6650, 6519, 6247, 5895, 5432, 3912, 4755, 6530, 3273, 4391, 6226, 5120, 5815, 6569, 772, 4767, 5872, 6907, 6669, 4289, 2420, 3104, 3268, 6271, 4711, 5798, 5455, 3943, 5799, 4023, 5780, 4014, 4828, 5150, 3248, 5451, 3264, 5475, 4752, 5506, 5090, 6210, 5888, 4653, 4791, 5091, 4511, 554, 4919, 5791, 1572, 5813, 5053, 3279, 4481, 3804, 2629, 2953, 2423, 377, 5476, 4735, 5166, 4725, 6180, 121, 2893, 2845, 4154, 5461, 4356, 5026, 2213, 4374, 2903, 5762, 2073, 5941, 3911, 610, 5915, 3696, 2071, 5130, 4032, 5251, 6156, 6928, 5936, 6498, 5885, 3671, 5058, 6149, 6875, 3313, 4810, 5243, 4357, 6540, 6597, 5367, 1567, 6288, 6552, 2938, 3419, 3645, 5261]"
2,"[2907, 4774, 2926, 6269, 4390, 6624, 6232, 5822, 3308, 6563, 6521, 6194, 4257, 6632, 5140, 6235, 3627, 6593, 2210, 5082, 6503, 421, 6561, 4035, 1438, 4426, 4980, 6193, 6195, 6924, 6181, 2965, 6536, 6126, 1089, 2397, 4746, 4758, 5844, 4757, 6513, 5497, 6155, 5112, 4033, 6174, 6604, 4804, 5230, 6224, 3628, 1130, 6914, 2931, 3323, 3298, 4805]"
10,"[5704, 6388, 3852, 4250, 3118, 6792, 2363, 3505, 2762, 3899, 1311, 3802, 5259, 3482, 3101, 4547, 4256, 6091, 3161, 4234, 3137, 4532, 6059, 1681, 3557, 2742, 4992, 990, 6103, 5705, 4929, 5000, 6090, 5364, 6474, 2416, 4635, 4995, 2394, 2064, 1568, 952, 1365, 3144, 5297, 2738, 4933, 5327, 1367, 2428, 548, 189, 5733, 3491, 3148, 5703, 4943, 3858, 6003, 4647, 3518, 598, 2745, 6413, 6728, 4994, 1306, 4918, 4546, 6699, 3177, 2759, 219, 5021, 5405, 6058, 218, 5992, 3452, 6370, 4255, 3860, 4996, 5990, 3862, 3122, 2766, 3173, 5662, 3466, 2437, 1287, 3515, 6714, 5343, 2730, 3095, 3856, 4947, 4207, 1620, 5646, 6371, 6784, 5706, 3160, 4969, 5034, 3141, 5244, 3882, 2395, 6102, 5378, 6068, 3828, 3469, 2786, 5978, 5721, 1366, 6742, 3176, 1690, 599, 6752, 6098, 946, 3859, 929, 6480, 2417, 3827, 2030, 1726, 968, 949, 4226, 1683, 2775, 5741, 5991, 6857, 4228, 4999, 1291, 4917, 4634, 4935, 2406, 3900, 967, 2037, 5306, 4641, 4577, 3815, 5626, 1312, 6826, 2429, 3489, 2748, 2068, 2065, 5352, 935, 5671]"
