first,second
5,"[4029, 6677, 743, 3424, 2851, 3346, 1915, 2468, 6533, 1944, 3673, 2199, 1229, 5536, 2242, 5415, 3575, 1143, 5070, 3409, 1550, 1865, 5963, 887, 5202, 2635, 5582, 6851, 3377, 1968, 5443, 2640, 870, 4850, 1000, 4873, 508, 3042, 617, 5164, 5254, 1227, 6706, 5180, 2511, 3391, 5769, 497, 1951, 1911, 5250, 5573, 485, 1954, 873, 4165, 5418, 1735, 1225, 1014, 872, 2679, 3753, 1042, 6896, 5811, 1513, 5555, 523, 5249, 4102, 2936, 4001, 2226, 4527, 4520, 3772, 1587, 180, 2556, 2266, 5907, 4860, 5894, 4503, 2290, 1053, 863, 2142, 700, 3735, 1571, 3938, 1521, 5023, 1193, 1508, 4136, 1909, 3571, 416, 281, 4672, 3341, 6304, 144, 2835, 4149, 1458, 1878, 1075, 4135, 5025, 864, 3371, 1177, 1232, 3944, 4883, 2830, 1963, 1388, 1206, 5515, 2261, 510, 1969, 3987, 5601, 4836, 868, 2832, 1530, 3781, 846, 2506, 993, 1900, 4145, 4496, 5210, 3213, 4733, 2212, 2940, 1831, 5464, 160, 1375, 524, 3064]"
12,"[5131, 2423, 6195, 5506, 6197, 1716, 6591, 2210, 4980, 4405, 4013, 5828, 610, 4026, 6225, 4753, 6252, 6503, 6286, 5113, 1304, 5849, 6300, 5824, 339, 6218, 4719, 4811, 1799, 6566, 4348, 4816, 1871, 6213, 4360, 6235, 6548, 6580, 5497, 3311, 6911, 4020, 6930, 5830, 6209, 2983, 1849, 3645, 1089, 5493, 774, 5155, 6581, 5823, 4418, 4077, 5822, 6647, 6347, 6545, 3308, 6594, 3396, 5123, 5487, 6155, 6600, 6156, 6537, 2, 6579, 6224, 6182, 6575, 3638, 5831, 4745, 5058, 5654, 3302, 5153, 4419, 5719]"
8,"[1485, 5408, 1429, 6650, 1017, 5458, 4423, 2626, 1785, 6695, 6543, 5568, 5038, 3693, 3650, 3759, 3263, 5880, 6217, 2555, 6656, 772, 2532, 716, 2179, 1242, 1861, 4089, 4867, 4862, 2572, 2167, 4783, 1949, 4365, 6137, 4313, 250, 6885, 4038, 1117, 5086, 6177, 4505, 5074, 6613, 2568, 3258, 5763, 6881, 6935, 5100, 5796, 3784, 4466, 6150, 2591, 2630, 3294, 2804, 1390, 2837, 1012, 2229, 1007, 185, 3928, 4728, 2507, 4438, 37, 3746, 3417, 6704, 4072, 3261, 32, 4786, 2310, 5169, 4481, 2817, 3973, 6901, 6514, 709, 981, 5048, 4782, 2834, 2839, 2517, 5937, 6293, 6299, 3203, 4354, 1572, 1380, 4737, 4081, 4162, 480, 5382, 3971, 6872, 4392]"
1,"[6310, 6530, 3721, 3637, 1087, 36, 1115, 4723, 5818, 5248, 2156, 1839, 5499, 2925, 3684, 5762, 4039, 6220, 6939, 3623, 2871, 6288, 3713, 4388, 2584, 4353, 3926, 1814, 5139, 5471, 6900, 6682, 2956, 1437, 4889, 3651, 5878, 5529, 4504, 6637, 5421, 5427, 5383, 2536, 5053, 4054, 773, 1725, 5913, 1033, 5448, 6638, 2976, 4739, 3647, 3301, 6675, 609, 4030, 4767, 4692, 4296, 2172, 2686, 715, 5251, 6318, 5922, 4722, 1035, 4439, 4718, 5795, 1067, 4827, 6316, 5479, 5904, 5884, 5120, 2978, 4071, 881, 3626, 3991, 3943, 4744, 1474, 3910, 4724, 6903, 5098, 2878, 5798, 4004, 6668, 6684, 1442, 5057, 4372, 5119, 4884, 6247, 5203, 5176, 1171, 5470, 1771, 5517, 5233, 1464]"
6,"[6618, 5457, 2952, 3329, 6199, 6914, 4764, 3321, 1438, 5135, 2968, 6611, 4756, 4358, 6926, 6933, 6273, 6268, 4758, 6163, 3320, 5887]"
11,"[4467, 4, 4377, 4080, 3015, 2861, 392, 453, 5144, 450, 829, 2191, 3005, 2137, 389, 12, 396, 4050, 6634, 2575, 2259, 2166, 1060, 3296, 3002, 5194, 4060, 3354, 4103, 2563, 2221, 3274, 1452, 6202, 758, 5527, 80, 1826, 1150, 1526, 693, 778, 1782, 1080, 3672, 4044, 1804, 2559, 2675, 805, 4707, 5546, 4350, 1424, 5808, 3934, 1518, 2980, 1091, 643, 798, 4370, 2252, 5444, 5893, 3243, 2879, 1517, 2223, 3285, 357, 355, 5804, 45, 2526, 2181, 2157, 3694, 4708, 324, 2922, 3326, 1748, 1486, 4727, 3702, 3242, 3578, 703, 303, 3643, 4460, 6542, 1874, 5426, 4729, 5072, 1419, 710, 749, 6241, 5046, 4462, 2279, 1154, 21, 431, 5061, 6265, 71, 834, 4397, 4403, 1519, 4076, 362, 4449, 5075, 3283, 3632, 370, 1783, 4083, 1414, 3331, 4341, 3663, 348, 6215, 426, 5498, 4455]"
9,"[5377, 5671, 6497, 5288, 6103, 3518, 3827, 5351, 3160, 4917, 6101, 1311, 4939, 2797, 4996, 5343, 5279, 4999, 5722, 3840, 5703, 6415, 2387, 4948, 3842, 2752, 5743, 3109, 2363, 3492, 4269, 4615, 6792, 5244, 4609, 4914, 4608, 3856, 5663, 6346, 1637, 2766, 4206, 4593, 4256, 4598, 6807, 2789, 4907, 2780, 6014, 6825, 1691, 4950, 6099, 3841, 1299, 1693, 3556, 2786, 6745, 1306, 6479, 4944, 6373, 6386, 6343, 5697, 5998, 2386, 205, 3868, 2754, 4577, 6740, 5017, 6390, 5297, 4925, 4941, 2790, 5259, 2738, 2414, 1367, 6010, 1323, 2739, 1335, 2781, 3143, 3465, 6749, 2418, 4250, 4618, 3498, 1312, 3863, 3466, 952, 953, 6416, 5733, 5281, 5657, 4610, 4187, 3462, 3885, 3137, 4992, 6105, 2412, 2406, 568, 577, 4228, 3853, 3825, 2744, 4923, 6070, 5642, 5303, 2348, 3901, 5644, 5374, 1984, 1666, 1726, 1690, 2403, 6094, 3859, 6395, 929, 3809, 2787, 4929, 6717, 6738, 4612, 4916, 5638, 6472, 6369, 5617, 4268, 5000, 4590, 5285, 6501, 3458, 2741, 5352, 944, 5325, 4988, 3468, 6064, 6112, 6002, 3484, 4945, 6372]"
3,"[1776, 397, 2298, 65, 4066, 3352, 49, 5076, 48, 1058, 1777, 2637, 838, 2600, 5069, 1140, 1222, 1480, 1192, 2987, 1523, 2552, 374, 4316, 3013, 2868, 671, 1462, 419, 1497, 2622, 2989, 2594, 2620, 3199, 1761, 1097, 1100, 399, 100, 313, 1922, 3955, 2985, 1427, 1833, 317, 694, 4085, 670, 353, 478, 1191, 380, 1094, 2651, 867, 3233, 3011, 1893, 441, 2595, 384, 5794, 1204, 729, 3719, 2973, 699, 755, 69, 40, 434, 1763, 1400, 2141, 432, 725, 831, 4106, 26, 1822, 1049, 3225, 2267, 3682, 2516, 2121, 3356, 4311, 2658, 2274, 800, 1062, 5067, 470, 1904, 3595, 836, 2598, 1432, 477, 801, 2858, 90, 2500, 1096, 3967, 309, 88, 2608, 1780, 1881, 3730, 1489]"
7,"[1461, 4140, 1199, 5953, 2477, 2324, 2450, 1224, 3223, 3587, 4687, 1405, 4371, 1555, 5219, 1078, 866, 6886, 2150, 861, 1228, 2544, 5056, 2225, 1945, 466, 3736, 93, 1940, 300, 1541, 2474, 2292, 3634, 5439, 2560, 2232, 5543, 5228, 5172, 3622, 4485, 44, 2494, 849, 1018, 1183, 2982, 3389, 1038, 3738, 87, 5209, 2115, 5214, 642, 1030, 3725, 4130, 3198, 4067, 4790, 3590, 5542, 2663, 3017, 1558, 2317, 2475, 131, 810, 280, 4143, 2991, 2239, 4848, 857, 337, 3353, 1540, 3050, 2567, 6865, 4332, 3687, 815, 1774, 2470, 3699, 3599, 809, 4859, 5165, 1935, 1174, 34, 657, 5577, 2604, 2995, 3380, 1965, 3350, 16, 859, 1226, 2672, 5554, 1917, 1574, 4069, 5079, 1920, 2496, 371, 23, 4458, 3235, 1939, 621, 1557, 3565, 2237, 5162, 1562, 2655, 3766, 853, 4012, 2264, 1404, 459, 4061, 3980, 109, 1209, 4463, 4107, 6203, 3359, 1741, 856, 2833]"
4,"[1255, 2388, 592, 571, 6131, 6127, 4581, 567, 2384, 6646, 2041, 518, 1346, 5844, 5344, 2022, 1685, 1996, 4911, 5456, 4173, 6861, 1669, 4885, 6658, 3886, 4594, 3075, 5976, 249, 3457, 1649, 4346, 491, 5820, 4915, 2399, 2397, 4193, 6109, 534, 547, 2062, 4190, 1639, 2432, 214, 5414, 5881, 6866, 6331, 4629, 2761, 4657, 4553, 2703, 2016, 2321, 6747, 5750, 4303, 2007, 1990, 5019, 1646, 1739, 2434, 2383, 6892, 4903, 3327, 3776, 2815, 2719, 3431, 2806, 3062, 6344, 1302, 5946, 5013, 6480, 6335, 2055, 6724, 6107, 5238, 5641, 5738, 3124, 1280, 3082, 2562, 6489, 2056, 3182, 6847, 2033, 4582, 1269, 211, 237, 1671, 4982, 6604, 3439, 2035, 4258, 2018, 3159, 246, 4538, 1727, 1341, 2061, 3123, 5658, 3180, 1651, 4570, 2764, 5400, 4183, 5399, 6473, 3460, 1953, 5394, 3130, 6361, 2757, 1668, 565, 1345, 216, 3112, 6102, 1281, 5929, 215, 494, 4213, 5340, 3440, 3132, 5788, 4512, 4531, 5985, 4216, 2017, 3134, 192, 1329, 2030, 596, 906, 566, 2777, 6840, 6122, 4188, 1689, 1296, 2009, 984, 4646, 535, 591, 5986, 4247, 4583, 4649, 1278, 3837, 6672, 3884, 206, 6854, 5245, 593, 1717, 3094, 5749]"
2,"[5860, 4588, 1659, 6831, 6805, 6410, 3503, 6093, 6013, 4956, 3524, 1694, 6773, 6731, 6211, 948, 3829, 4622, 5334, 1661, 6789, 6436, 6444, 5995, 6439, 4973, 6766, 5322, 6040, 4953, 4971, 4243, 3500, 3151, 4949, 3510, 6798, 6016, 5683, 5653, 4238, 3157, 6467, 5846, 5665, 6407, 3508, 6438, 5693, 6486, 5994, 6084, 6075, 6056, 6759, 3528, 4606, 3894, 3150, 4262, 5678, 6000, 6484, 5680, 5714, 4224, 3527, 6782, 3830, 4928, 6757, 5713, 6832, 6063, 5310, 6788, 6763, 6409, 6803, 6730, 5358, 3523, 5309, 6078, 3152, 6810, 6053, 4253]"
