first,second
5,"[3884, 2770, 212, 3100, 1374, 4886, 1270, 3838, 254, 1630, 1617, 3464, 5258, 4185, 4913, 4650, 2458, 2383, 3074, 5400, 3430, 6884, 966, 3549, 2359, 571, 4545, 1652, 6329, 3114, 4157, 3081, 1641, 1674, 969, 5361, 1670, 3438, 5031, 997, 4248, 1279, 3083, 5018, 207, 1687, 1627, 1981, 4168, 2838, 2465, 2726, 3086, 242, 3890, 4561, 3544, 3818, 933, 3092, 2078, 3445, 4189, 1361, 4440, 606, 3082, 2062, 2385, 1988, 3093, 1251, 1651, 2799, 6693, 3077, 6645, 5246, 1634, 2407, 4651, 4188, 3779, 225, 1297, 5970, 2435, 6710, 1276, 5976, 1995, 4555, 3836, 3914, 5406, 3463, 3806, 5013, 2707, 3889, 2727, 1353, 5007, 3440, 1259, 2777, 3805, 6129, 983, 1274, 5986, 178, 541, 3448, 1738]"
16,"[5231, 5261, 6700, 4930, 4878, 4531, 3664, 6841, 2433, 6185, 2072, 2055, 6518, 5340, 2758, 2815, 6892, 5627, 4183, 5029, 4290, 4385, 6828, 6549, 5628, 574, 5635, 2073, 3534, 5394, 2434, 5384, 1648, 5344, 4184, 611, 6113, 4219, 3164, 5632, 6558, 5476, 6575, 2397, 5881, 6118, 5247, 6323, 5475, 4581, 5654, 2070]"
20,"[334, 3595, 9, 3596, 1175, 455, 3717, 3732, 683, 2589, 840, 465, 761, 4084, 714, 2236, 5076, 3374, 2539, 1146, 2309, 26, 782, 2600, 1108, 4715, 94, 10, 1926, 445, 1877, 1184, 1432, 3640, 4721, 4105, 1400, 3978, 1868, 2989, 3609, 1931, 2250, 3255, 3229, 1085]"
12,"[4546, 2788, 2107, 2424, 3098, 6861, 6473, 4922, 3468, 6748, 2095, 3134, 5738, 3142, 3124, 3808, 6089, 3070, 5981, 3116, 3491, 942, 6672, 3108, 2792, 549, 5019, 5721, 4911, 4233, 4631, 990, 4630, 6106, 2762, 5757, 3842, 3825, 2365, 1668, 4202, 4571, 2016, 1282, 1650, 6348, 3075, 973, 1997, 6855, 6752, 4550, 6107, 2759, 1288, 6463, 3069, 2436, 6108, 4939, 5748, 5978, 1325, 4532, 4940, 4158, 3471, 558, 2742, 4534, 4576, 3432, 4662, 4596, 6373, 6842, 6745, 4186, 4614, 3173, 5655, 6011, 2041, 4549, 5345, 4598, 943, 6374, 4193, 3541, 578, 4201, 1365, 5012, 4921, 2798, 6826, 1626, 2412, 548, 565, 931, 2767, 6724, 2096, 2336, 2048, 2771, 6659, 6723]"
24,"[4494, 899, 3187, 1351, 6166, 1344, 170, 118, 1235, 1733, 916, 5262, 2683, 1357, 3436, 1720, 2700, 6115, 3107, 1316, 492, 268, 6899, 2101, 3054, 3745, 5417, 5226, 3415, 5544, 1368, 2341, 1266, 3930, 240, 1611, 977, 168, 4664, 940, 1372, 2456, 6905, 956, 2097, 4556, 1976, 4661, 3048, 605, 4510, 3171, 522, 2086, 6690, 3195, 3061, 1707, 5420, 1606, 2330, 4884, 3799, 1589, 6334, 1604, 199, 3058, 4139, 3824, 2367, 921, 5961, 5817, 3939, 1349, 3907, 150, 3384, 3962, 6702, 2462, 2090, 176, 3922, 6145, 164, 229, 4864, 1240, 517, 2722, 631, 5612, 552, 5572, 1575, 1273, 661, 4125, 5051]"
8,"[4046, 1892, 2676, 2863, 796, 1227, 6296, 1032, 56, 615, 2639, 1556, 3213, 2312, 509, 271, 3226, 4717, 2468, 143, 4870, 476, 4134, 5593, 102, 4687, 280, 4859, 1228, 6509, 4309, 1231, 2474, 1742, 4093, 1159, 484, 2130, 5576, 3607, 4315, 4858, 3765, 4849, 1408, 1755, 5925, 4490, 3987, 3563, 3590, 3562, 847, 2239, 482, 1541, 861, 2496, 2225, 510, 1773, 1226, 2272, 124, 4463, 5577, 806, 1964, 5434, 3720, 3993, 1724, 1918, 4842]"
17,"[3704, 4819, 6872, 2963, 5143, 6607, 6255, 4392, 25, 5853, 6140, 383, 1440, 378, 5880, 4386, 5085, 4452, 5905, 4788, 2202, 2959, 3330, 1439, 6550, 4413, 4447, 6556, 3657, 5814, 6217, 1821, 3642, 1082, 6683, 6522, 6256, 6663, 3629, 1890, 3315, 5136, 6582, 5944, 6920, 5850, 1445, 1861, 4423, 5877, 2568, 5121, 3289, 5118, 5901, 4751, 6580, 1889, 4040, 4862, 5096, 6150, 2193]"
1,"[3621, 5494, 4435, 5426, 4823, 5449, 3692, 4003, 5552, 6219, 3283, 1766, 737, 1066, 6902, 1916, 1847, 2191, 4373, 5876, 773, 2219, 6263, 2283, 2195, 5807, 6265, 1800, 6280, 753, 5808, 5436, 1518, 6567, 6298, 5875, 5431, 2993, 697, 1835, 2512, 4814, 53, 4397, 677, 6215, 395]"
19,"[2657, 5520, 408, 78, 2137, 4057, 2994, 803, 4789, 2912, 2157, 854, 3051, 1077, 1938, 3032, 3705, 1519, 4083, 804, 1869, 30, 6641, 1041, 450, 2604, 5201, 1446, 2675, 3243, 799, 2181, 1787, 2663, 6642, 5072, 2232, 2168, 116, 1779, 4044, 853, 1047, 5171, 1534, 1110, 392, 319, 39, 723, 2971, 74, 296, 2588, 1456, 1762, 1424, 1754, 693]"
22,"[1050, 5851, 2602, 1883, 1147, 4454, 6314, 5165, 1197, 2212, 394, 2936, 1405, 4074, 3340, 4048, 148, 5914, 5145, 2877, 5518, 2254, 2220, 4450, 3703, 3661, 4695, 1224, 76, 1038, 6178, 1831, 5209, 4142, 5202, 6705, 3295, 728, 3699, 1806, 1018, 350, 5583, 29, 3933, 1502, 621, 2295, 1458, 3422, 3972, 5228, 11, 1135, 2294, 2856, 4131, 5161, 3707, 4080, 459, 6887, 2535, 2640, 3030, 1878, 678, 5065]"
