first,second
5,"[4276, 6698, 2380, 5013, 4644, 4911, 6713, 2375, 3540, 1652, 3446, 931, 4631, 4922, 1688, 4651, 1255, 494, 2465, 3132, 1953, 969, 1262, 1645, 2007, 6622, 5732, 1641, 3554, 5881, 3127, 2388, 6377, 6712, 2082, 4290, 1568, 5018, 603, 596, 4904, 4303, 6331, 4247, 2029, 4934, 2705, 2400, 3174, 2726, 1988, 2034, 4752, 2353, 5748, 6746, 1355, 4204, 5367, 5756, 5946, 3814, 4190, 4903, 5406, 1281, 6342, 190, 5022, 1706, 1348, 214, 2055, 3092, 1276, 3142, 4597, 2366, 6121, 533, 3803, 5363, 2020, 4629, 2391, 2368, 4248, 2356, 6843, 245, 6154, 2357, 4186, 611, 5976, 4641, 6362, 570, 5760, 1985, 3822, 2771, 591, 4539, 4258, 3470, 2725, 1618, 2208, 2349, 4540, 6335, 560, 2716, 966, 6674, 991, 224, 192, 4531, 5641, 6849, 5751, 926, 6672, 2004, 2382, 5344, 1237, 5929, 1336, 1279, 2063, 4652, 4576, 215, 211, 514, 2770, 4552, 2399, 165, 1347, 2402, 2435, 4202, 6709, 612, 1687, 1254, 2784, 5978, 1673, 6329, 2807, 6861, 5290, 3167, 1676, 985, 534, 541, 6852, 997, 6354, 1665, 2762, 6838, 5246, 3789, 3078, 207, 5274, 3164, 1292, 4159, 6884, 3074, 4580, 3449, 1346, 586, 2044]"
12,"[3411, 4716, 2250, 1457, 1061, 1913, 5077, 477, 679, 447, 78, 313, 5198, 461, 1071, 3007, 1173, 2990, 1140, 1812, 3719, 1085, 3367, 2658, 2309, 1527, 1535, 637, 1761, 2987, 2862, 307, 1560, 1044, 3351, 3589, 1791, 442, 4073, 1763, 2299, 761, 3229, 1501, 3596, 3667, 1063, 2533, 1786, 3022, 2992, 1049, 309, 1189, 811, 1836, 2499, 3362, 3393, 89, 3603, 1062, 469, 1905, 1167, 49, 335, 3247, 663, 1195, 4128, 2986, 3682, 1077, 3337, 1488, 3955, 5076, 2989, 1578, 2946, 414, 1769, 4492, 3021, 785, 91, 858, 1869, 1163, 465, 2991, 825, 3034, 5067, 3732, 356, 4489, 1758, 448, 641, 3979, 2160, 1203, 813, 4086, 3356, 2949, 2253, 3005, 3365, 2868, 2596, 87, 83, 1881, 2484, 3394, 2633, 2662]"
8,"[1506, 4314, 3331, 3639, 697, 368, 5900, 2823, 5480, 2853, 417, 4480, 5782, 4765, 1852, 3282, 1125, 6, 1165, 1069, 4, 1486, 5546, 4453, 5911, 3283, 5944, 2221, 1436, 375, 4377, 3652, 5527, 3734, 1762, 4780, 373, 71, 4766, 8, 4428, 1517, 5121, 320, 3681, 365, 3218, 323, 1172, 1455, 6231, 4354, 2984, 5910, 1748, 47, 5514, 799, 5864, 4324, 2860, 6230, 5096, 3621, 1873, 5535, 4727, 1466, 787, 4821, 2899, 1779, 829, 2967, 2211, 2530, 764, 1544, 1847, 1785, 1444, 2256, 5045, 326, 693, 6298, 2252, 5524, 4384, 392, 713, 6680, 1047, 2526, 433, 6902, 5097, 4050, 5870, 3231, 4341, 137, 2310, 2943, 5816, 2123, 768, 3716, 2231, 5173, 1505, 2939, 4076, 5157, 2144, 2924, 39, 1507, 6275, 4880, 1113, 4065, 354, 6287, 4696, 2488, 1419, 2591, 4438, 4707, 1766, 5423, 770]"
1,"[2663, 3333, 2152, 352, 314, 1010, 1901, 1741, 1537, 3017, 5172, 3929, 1031, 622, 1552, 5107, 3563, 74, 1525, 1580, 1050, 2474, 2220, 2616, 5593, 5241, 3668, 3710, 2158, 4074, 3383, 4430, 5543, 5569, 3317, 4871, 44, 784, 3952, 1498, 3006, 6178, 3364, 746, 5542, 2625, 61, 496, 1966, 3737, 6691, 3739, 1759, 686, 3026, 859, 4485, 3763, 483, 472, 2470, 3421, 1742, 1228, 2295, 4045, 1541, 830, 1522, 3359, 5810, 2567, 5522, 75, 5202, 76, 2852, 3009, 5070, 3001, 847, 796, 4142, 3607, 293, 2134, 5095, 3968, 2315, 4456, 1494, 5199, 5146, 4454, 781, 107, 4130, 3405, 109, 4080, 1593, 2557, 841, 2475, 1548, 5446, 650, 2485, 2525, 1404, 2655, 3749, 3272, 104, 3765, 1539, 2597, 5934, 4731, 1456, 1408, 2150, 401, 4129, 3260, 1495, 2605, 792, 3725, 1820, 5041, 5227, 6281, 385, 459, 1224, 3198, 271, 5596, 3720, 1070, 3988, 3238, 4093, 628, 4833, 386, 1030, 2656, 482, 2880, 809, 2974, 3201]"
6,"[4418, 6578, 6910, 6547, 6617, 2585, 3628, 5468, 4013, 6233, 5140, 6923, 4422, 6526, 4804, 6528, 6545, 4753, 4805, 1850, 6557, 6626, 6238, 4408, 2573, 4701, 6598, 5457, 5822, 4756, 6605, 5856, 1088, 6554, 2916]"
11,"[4407, 6248, 6827, 2069, 6521, 5638, 6069, 6503, 6618, 6111, 1701, 4762, 6114, 5610, 5820, 5750, 5266, 6067, 1313, 4421, 4915, 4749, 3298, 5267, 6784, 4704, 6913, 6174, 5786, 2068, 5260, 4256, 6841, 6573, 5886, 5340, 5355, 2079, 5347, 2095, 4745, 6097, 4257, 6029, 6653, 6616, 6208, 4359]"
9,"[5742, 6046, 6814, 6401, 4602, 3151, 4975, 4958, 6443, 6272, 4949, 6768, 4230, 6769, 6802, 4965, 6428, 6442, 6774, 6797, 4971, 2736, 4952, 6468, 3872, 3864, 6469, 5651, 3830, 6071, 4960, 4599, 3500, 3522, 6001, 5309, 6400, 3896, 6818, 2051, 6804, 3521, 6028, 6478, 6819, 6484, 6073, 4974, 5336, 5710, 6027, 2053, 6806, 5700, 5676, 4264, 6013, 6444, 6755, 6366, 5317, 6408, 6759, 5702, 6023, 6000, 5846, 5694, 6775, 4592, 6414, 6053, 5318, 6758, 5301, 6085, 6426, 4928, 3829, 4959, 6441, 3497, 6450, 3467, 4973, 6432, 1663, 6410, 3152]"
3,"[3297, 4451, 4724, 6512, 5837, 5792, 763, 5047, 4778, 6908, 6338, 5057, 2570, 5843, 4466, 4442, 4817, 6655, 6597, 4705, 6192, 1914, 6293, 339, 5122, 1829, 6539, 5169, 2011, 5507, 2480, 5836, 2954, 2630, 5088, 1846, 2171, 4071, 2578, 5150, 2423, 2910, 4419, 1152, 1860, 1116, 2617, 5044, 6138, 1859, 6636, 5930, 1844, 6586, 6229, 3303, 6251, 5166, 1435, 2886, 4049, 222, 4782, 5877, 2959, 5937, 6940, 5806, 4769, 6182, 5493, 5923, 5469, 6252, 2892, 3645, 5943, 3642, 4768, 1128, 3291, 5408, 129, 5128, 3650, 6609, 282, 4852, 3657, 1889, 5083, 4405, 2919, 2217, 2568, 347, 4816, 122, 6568, 6893, 2958, 6222, 5463, 6226, 4653, 5931, 5915, 6530, 5093, 5089, 1510, 1, 4024, 38, 5909, 1012, 6197, 2903, 6871, 3746, 2932, 6549, 1721, 5603, 6915, 2817, 5453, 5525, 4834, 388]"
7,"[3962, 5027, 1986, 4283, 6696, 3605, 1634, 5940, 4214, 5521, 6115, 526, 4156, 3194, 2701, 6869, 4896, 5607, 4887, 1729, 1959, 4203, 2827, 1604, 1616, 5204, 1295, 6651, 4542, 3784, 6534, 6702, 517, 956, 950, 253, 2334, 5268, 6334, 660, 3782, 5455, 1630, 2687, 3912, 1266, 4125, 5563, 2837, 4294, 1731, 5587, 3076, 259, 5764, 1686, 3400, 5791, 909, 4868, 6708, 5037, 1708, 1351, 880, 5589, 2699, 162, 6166, 3790, 1987, 3748, 4497, 486, 1751, 2457, 178, 4902, 903, 573, 5035, 195, 2709, 6184, 2816, 5223, 2459, 1258, 4686, 499, 3048, 1738, 2086, 3904, 893, 5956, 3801, 4095, 226, 4847, 1274, 659, 5224, 5613, 5252, 886, 6589, 2818, 910, 277, 895, 900, 4510, 2042, 3768, 502, 3821, 5762, 528, 1633, 120, 492, 3775, 3047, 590, 2381, 4684, 5421, 525, 5729, 6583, 1241, 6491, 1585, 5236, 2844, 2043, 3535, 1373, 2831, 1238, 6665, 6490, 2367, 3928, 892, 1252, 209, 2333, 5482, 916, 3804, 651, 2454, 673, 2801, 164, 4864, 5476, 986, 2814, 200, 539, 5432, 1249, 5051, 3207, 1740, 2103, 1982, 3170, 5545, 1383, 1349, 2057, 2463, 4305, 3817, 939, 902, 3560, 2819, 4650, 1752, 3820]"
4,"[2871, 5397, 735, 6297, 5939, 3305, 3792, 264, 4109, 1946, 2940, 2668, 275, 993, 1019, 1577, 5023, 911, 2566, 3752, 136, 3373, 3424, 3035, 4838, 4717, 3755, 5389, 2285, 1773, 4317, 626, 5240, 1582, 3582, 1025, 868, 424, 1912, 3731, 3064, 4722, 5912, 738, 5771, 4415, 3038, 4872, 4853, 3961, 3735, 3660, 106, 3391, 2143, 2624, 1410, 898, 1481, 1831, 1514, 416, 2306, 6151, 5556, 265, 1225, 3346, 1736, 3604, 888, 4881, 2613, 1747, 6291, 4138, 3744, 1028, 2682, 1508, 160, 4832, 1230, 1584, 4134, 820, 3250, 1969, 5550, 3659, 462, 4150, 3707, 153, 5390, 3031, 1712, 166, 4132, 5592, 885, 3751, 1979, 169, 5528, 635, 1797, 3977, 1375, 617, 4507, 2678, 1960, 180, 739, 283, 5489, 5515, 2473, 505, 6242, 159, 655, 3020, 649, 266, 3935, 3216, 3793, 1566, 5555, 897, 2522, 3213, 498, 3781, 2677, 645, 2268, 1197, 6704, 2135]"
