first,second
5,"[669, 3673, 3579, 4707, 2167, 5949, 4150, 1778, 1810, 1406, 1819, 805, 3391, 43, 760, 2693, 6152, 1951, 2680, 4879, 2667, 4011, 2517, 2135, 798, 770, 112, 2256, 999, 3951, 2504, 4102, 3039, 3992, 1898, 2251, 5552, 5803, 2224, 5939, 74, 4135, 1500, 4051, 2559, 4314, 1043, 2280, 2231, 3720, 5515, 5511, 1934, 4337, 3597, 1864, 1017, 4853, 834, 2278, 1595, 1938, 3056, 2473, 1531, 4883, 2310, 2846, 3963, 5528, 2914, 1481, 4097, 3756, 4308, 1416, 4384]"
16,"[5267, 6192, 5112, 5115, 4022, 6535, 1844, 6149, 3631, 5344, 1848, 3396, 2537, 6213, 5805, 6267, 5367, 5888, 6892, 6511, 6180, 5654, 4811, 5147, 1846, 4346, 4755, 6631, 1871, 5844, 4419, 2908, 4020, 5968, 6498, 6622, 6518, 2562]"
20,"[4105, 3342, 1893, 2263, 5076, 303, 2589, 2197, 380, 5195, 3945, 4311, 2841, 1085, 866, 1879, 785, 1787, 5069, 2981, 399, 1417, 2250, 2583, 479, 3005, 1432, 3603, 4067, 2125, 1522, 832, 2140, 4058, 3685, 3710, 2884, 4061, 3032, 1049, 2273, 1456, 3344, 1877, 762, 449, 3306, 726, 384, 3348, 428, 5906, 1470, 5194, 94, 1186, 3367, 337, 4710, 3598, 1945, 3405, 5918, 1812, 2991, 3241, 1786, 694, 5924, 5077, 2985, 4066, 3952, 4047, 295, 683, 2912, 3382, 386, 1939, 5409, 4126, 3026, 3682, 2227]"
12,"[1056, 1533, 5446, 5810, 2152, 2503, 6897, 1465, 5926, 5174, 6298, 4529, 416, 1149, 4108, 4702, 5808, 2640, 5517, 6705, 666, 5205, 3569, 306, 1423, 643, 5046, 5581, 5540, 3972, 2653, 2813, 369, 3296, 6231, 5481, 4355, 6516, 1057, 6880, 4431, 325, 3652, 703, 4470, 2244, 6139, 1013, 1874, 1042, 4709, 5851, 308, 330, 1443, 4739, 6571, 3242, 1464, 700, 5893, 4822, 2511, 1516, 5465, 2270, 2686, 2145, 3219, 1847, 4733, 365, 1816, 5248]"
24,"[2896, 6638, 716, 6582, 4306, 752, 3642, 3646, 5089, 2921, 1079, 709, 5837, 1114, 3002, 6137, 2572, 2938, 4040, 6654, 2911, 6580, 3620, 2961, 6872, 4705, 382, 361, 5118, 2184, 3, 4820, 1083, 6920, 3269, 5829, 6189, 1119, 2204, 3330, 6254, 2617, 2886, 2193, 2918, 6183, 6876, 5880, 4773, 718, 6164, 6258, 4442, 5781, 5130, 5942, 4386, 37, 5126, 372, 5526, 6275, 2591, 4079]"
8,"[5473, 5184, 2937, 5068, 2881, 31, 646, 5228, 5599, 304, 5094, 3653, 2309, 748, 2974, 2877, 2616, 2644, 4027, 394, 4731, 721, 5186, 2605, 1050, 756, 3041, 1823, 1143, 2625, 1883, 3668, 4850, 401, 826, 2182, 4080, 675, 4690, 1048, 3050, 3616, 1434, 3613, 3368, 4866, 496, 4059, 1820, 3201]"
17,"[5861, 4420, 6272, 5846]"
1,"[608, 5544, 1370, 5232, 6873, 3990, 4683, 3956, 3284, 6850, 2098, 5538, 4317, 4503, 4832, 1992, 4891, 1207, 154, 2689, 1919, 1743, 3339, 1878, 2828, 4152, 5389, 3635, 1794, 485, 6495, 6325, 828, 4153, 977, 2452, 524, 1978, 1015, 517, 5558, 937, 1954, 5402, 897, 3792, 871, 267, 180, 5042, 3547, 4500, 2635, 4343, 1973, 529, 4136, 3773, 627, 5588, 4165, 1977, 4474, 6679, 1708, 6895, 1944, 1582, 3388, 3744, 201, 3942, 5536, 4043, 1413, 4118, 3787, 875, 3583, 498, 5163, 2131, 4892, 6667, 5225, 3960, 4510]"
19,"[6402, 3829, 3521, 6772, 6780, 6403, 6423, 3830, 6764, 6435, 6400, 6458, 6077, 6441, 3502, 6813, 4237, 6399, 6818, 6811, 6442, 4621]"
22,"[1731, 2085, 195, 2458, 562, 5767, 504, 172, 5027, 917, 4855, 4166, 2057, 3415, 5600, 525, 5190, 3072, 3921, 155, 2342, 1301, 555, 4284, 3162, 6328, 2684, 526, 553, 1381, 5419, 3795, 2460, 659, 3058, 3047, 950, 1707, 1961, 4556, 1585, 572, 3171, 2002, 6844, 916, 3560, 5589, 3107, 3769, 6905, 1616, 3817, 2350, 156, 605, 918, 530, 631, 5587, 5262, 965, 6115, 4664, 499, 2341, 1272, 614, 152, 1001, 3922, 2379, 537, 2456, 1686, 2344, 2702, 175, 4665, 4294, 6292, 3947, 5961, 920, 3400, 2827, 1617, 3907, 2700]"
